short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
J. Veretout,Jordan Veretout,82,83,28,177,67,Roma,Italian Serie A,LDM,France,Right,3,3,Medium/Medium,Normal (170-185),Yes,52400000,77,75,77,78,77,81
Suso,Jesús Joaquín Fernández Sáez de la Torre,82,82,27,176,70,Sevilla FC,Spain Primera Division,RW,Spain,Left,3,4,High/Low,Normal (170-185),No,68300000,76,76,82,86,32,55
T. Hazard,Thorgan Hazard,82,82,28,175,71,Borussia Dortmund,German 1. Bundesliga,SUB,Belgium,Right,4,4,High/High,Lean (170-185),Yes,51900000,80,76,80,86,52,66
Juan Bernat,Juan Bernat Velasco,82,82,28,170,67,Paris Saint-Germain,French Ligue 1,LB,Spain,Left,3,4,High/Medium,Normal (170-),Yes,50900000,82,65,78,83,76,68
Portu,Cristian Portugués Manzanera,82,82,29,167,66,Real Sociedad,Spain Primera Division,SUB,Spain,Right,4,3,High/High,Normal (170-),Yes,63000000,90,78,77,79,59,79
E. Can,Emre Can,82,83,27,186,86,Borussia Dortmund,German 1. Bundesliga,SUB,Germany,Right,4,3,Medium/High,Stocky (185+),Yes,62100000,78,78,78,80,84,87
Saúl,Saúl Ñíguez Esclápez,82,85,26,184,75,Chelsea,English Premier League,SUB,Spain,Left,4,3,Medium/Medium,Lean (170-185),Yes,,71,78,78,79,78,79
Grimaldo,Alejandro Grimaldo García,82,85,25,171,69,SL Benfica,Portuguese Liga ZON SAGRES,LWB,Spain,Left,2,3,High/Medium,Normal (170-185),Yes,76800000,87,65,81,83,74,71
N. Tagliafico,Nicolás Alejandro Tagliafico,82,82,28,172,65,Ajax,Holland Eredivisie,SUB,Argentina,Left,2,3,High/High,Normal (170-185),Yes,38500000,80,55,73,75,81,81
N. Süle,Niklas Süle,82,87,25,195,99,FC Bayern München,German 1. Bundesliga,LCB,Germany,Right,3,2,Medium/Medium,Stocky (185+),Yes,69900000,65,42,59,49,83,81
Alex Telles,Alex Nicolao Telles,82,82,28,181,71,Manchester United,English Premier League,SUB,Brazil,Left,2,3,High/Medium,Unique,Yes,50900000,83,73,82,78,77,73
Anderson Talisca,Anderson Souza Conceição,82,83,27,190,80,Al Nassr,Saudi Abdul L. Jameel League,CAM,Brazil,Left,4,4,High/Low,Unique,No,63000000,80,83,81,83,52,75
R. De Paul,Rodrigo Javier De Paul,82,83,27,180,70,Atlético de Madrid,Spain Primera Division,SUB,Argentina,Right,3,4,High/Medium,Normal (170-185),No,74400000,78,76,80,82,71,79
Rafa,Rafael Alexandre Fernandes Ferreira da Silva,82,82,28,170,63,SL Benfica,Portuguese Liga ZON SAGRES,RM,Portugal,Right,3,4,High/Medium,Lean (170-),Yes,61000000,94,73,74,86,50,52
Diego Carlos,Diego Carlos Santos Silva,82,84,28,185,86,Sevilla FC,Spain Primera Division,LCB,Brazil,Right,4,3,Medium/High,Stocky (185+),No,66300000,76,47,63,67,81,83
C. Lenglet,Clément Nicolas Laurent Lenglet,82,86,26,186,81,FC Barcelona,Spain Primera Division,SUB,France,Left,4,2,Medium/High,Unique,Yes,79700000,72,45,67,64,83,79
J. Maddison,James Maddison,82,85,24,175,73,Leicester City,English Premier League,CAM,England,Right,4,4,High/Medium,Lean (170-185),Yes,82000000,75,78,84,84,54,60
Rúben Neves,Rúben Diogo da Silva Neves,82,87,24,180,80,Wolverhampton Wanderers,English Premier League,RCM,Portugal,Right,4,3,Low/High,Normal (170-185),Yes,90900000,59,75,85,77,74,73
Diogo Jota,Diogo José Teixeira da Silva,82,87,24,178,73,Liverpool,English Premier League,SUB,Portugal,Right,5,4,High/High,Normal (170-185),Yes,88600000,84,81,73,85,57,77
J. Gomez,Joe Gomez,82,88,24,188,77,Liverpool,English Premier League,SUB,England,Right,3,3,Medium/Medium,Unique,Yes,89200000,81,30,66,69,83,78
Fabián,Fabián Ruiz Peña,82,86,25,189,70,Napoli,Italian Serie A,RCM,Spain,Left,3,4,Medium/Medium,Normal (185+),Yes,74600000,63,78,79,82,74,71
C. Pulisic,Christian Mate Pulisic,82,88,22,177,69,Chelsea,English Premier League,LW,United States,Right,4,4,Medium/Medium,Lean (170-185),Yes,100500000,89,70,73,87,37,59
Palhinha,João Maria Lobo Alves Palhinha Gonçalves,82,87,25,190,82,Sporting CP,Portuguese Liga ZON SAGRES,LCM,Portugal,Right,4,2,Medium/High,Normal (185+),No,85100000,60,65,70,72,85,88
D. Upamecano,Dayotchanculle Oswald Upamecano,82,90,22,186,90,FC Bayern München,German 1. Bundesliga,RCB,France,Right,3,2,High/Medium,Stocky (185+),Yes,118400000,81,43,62,68,81,81
Mario Hermoso,Mario Hermoso Canseco,82,85,26,185,76,Atlético de Madrid,Spain Primera Division,LCB,Spain,Left,3,2,Medium/High,Normal (185+),Yes,75400000,75,49,72,70,83,80
B. Chilwell,Ben Chilwell,82,86,24,178,77,Chelsea,English Premier League,SUB,England,Left,3,3,High/High,Normal (170-185),Yes,78000000,76,53,77,78,78,75
Raphaelinho Anjos,Raphael William Anjos Rochedo,82,82,33,190,85,RB Bragantino,Campeonato Brasileiro Série A,GK,Brazil,Right,2,1,Medium/Medium,Normal (185+),No,19000000,,,,,,
Josué Chiamulera,Josué Durval Chiamulera Vaz,82,82,29,185,80,Grêmio,Campeonato Brasileiro Série A,RCB,Brazil,Right,3,2,Medium/Medium,Normal (185+),No,48500000,78,43,56,64,85,79
Unai Simón,Unai Simón Mendibil,82,86,24,190,89,Athletic Club de Bilbao,Spain Primera Division,GK,Spain,Right,3,1,Medium/Medium,Normal (185+),No,75000000,,,,,,
Richarlison,Richarlison de Andrade,82,87,24,181,71,Everton,English Premier League,LM,Brazil,Right,5,4,High/Medium,Lean (170-185),Yes,91800000,83,78,73,84,53,80
C. Romero,Cristian Gabriel Romero,82,87,23,185,79,Tottenham Hotspur,English Premier League,SUB,Argentina,Right,2,3,Low/High,Normal (185+),No,,76,46,52,60,83,84
Raphinha,Raphael Dias Belloli,82,87,24,176,68,Leeds United,English Premier League,RM,Brazil,Left,4,4,High/High,Lean (170-185),Yes,90900000,91,76,76,85,49,72
D. Rice,Declan Rice,82,87,22,185,80,West Ham United,English Premier League,LDM,England,Right,3,2,Medium/High,Normal (185+),Yes,84900000,66,53,71,73,81,79
F. Neuhaus,Florian Christian Neuhaus,82,87,24,185,74,Borussia Mönchengladbach,German 1. Bundesliga,LDM,Germany,Right,4,3,Medium/Medium,Lean (185+),Yes,81700000,64,72,79,83,66,67
T. Ndombele,Tanguy Ndombèlé Alvaro,82,87,24,179,76,Tottenham Hotspur,English Premier League,SUB,France,Right,3,4,Medium/Medium,Unique,Yes,90900000,71,72,81,88,69,72
Éder Militão,Éder Gabriel Militão,82,89,23,186,78,Real Madrid CF,Spain Primera Division,RCB,Brazil,Right,3,2,Medium/Medium,Lean (170-185),Yes,127100000,83,50,69,71,83,82
Ferran Torres,Ferran Torres García,82,90,21,184,77,Manchester City,English Premier League,ST,Spain,Right,4,4,High/Medium,Lean (170-185),Yes,140400000,82,79,78,82,35,66
Pau Torres,Pau Francisco Torres,82,89,24,191,80,Villarreal CF,Spain Primera Division,SUB,Spain,Left,3,2,Medium/High,Lean (185+),Yes,130000000,71,38,67,69,84,80
Dani Olmo,Daniel Olmo Carvajal,82,87,23,179,72,RB Leipzig,German 1. Bundesliga,SUB,Spain,Right,4,4,Medium/High,Lean (170-185),No,81700000,67,76,81,86,50,60
Joaquín,Joaquín Sánchez Rodríguez,81,81,39,179,75,Real Betis Balompié,Spain Primera Division,RM,Spain,Right,3,4,High/Medium,Normal (170-185),Yes,17900000,68,80,84,81,44,55
Nani,Luís Carlos Almeida da Cunha,81,81,34,177,70,Orlando City Soccer Club,USA Major League Soccer,ST,Portugal,Right,5,5,High/Medium,Lean (170-185),Yes,18000000,70,77,81,85,37,68
A. Gignac,André-Pierre Christian Gignac,81,81,35,189,85,Tigres U.A.N.L.,Mexican Liga MX,RS,France,Right,3,3,Medium/Medium,Stocky (185+),Yes,17600000,68,83,73,75,41,84
H. Herrera,Héctor Miguel Herrera López,81,81,31,185,78,Atlético de Madrid,Spain Primera Division,SUB,Mexico,Right,4,3,Medium/Medium,Normal (185+),Yes,43100000,70,75,76,76,78,84
S. Mandanda,Steve Mandanda,81,81,36,185,82,Olympique de Marseille,French Ligue 1,GK,France,Right,3,1,Medium/Medium,Normal (185+),Yes,5500000,,,,,,
G. Higuaín,Gonzalo Gerardo Higuaín,81,81,33,186,89,Inter Miami CF,USA Major League Soccer,ST,Argentina,Right,4,3,High/Medium,Unique,Yes,24800000,58,84,71,78,29,71
José Fonte,José Miguel da Rocha Fonte,81,81,37,191,84,LOSC Lille,French Ligue 1,RCB,Portugal,Right,3,2,Medium/High,Lean (185+),Yes,8700000,32,46,62,62,83,77
J. Vertonghen,Jan Vertonghen,81,81,34,189,86,SL Benfica,Portuguese Liga ZON SAGRES,LCB,Belgium,Left,3,3,High/High,Normal (185+),Yes,17000000,76,62,72,66,83,78
Lucas Leiva,Lucas Pezzini Leiva,81,81,34,179,78,Lazio,Italian Serie A,CDM,Brazil,Right,3,3,Low/High,Normal (170-185),Yes,15300000,56,65,73,75,82,69
Adán,Antonio Adán Garrido,81,81,34,190,86,Sporting CP,Portuguese Liga ZON SAGRES,GK,Spain,Left,2,1,Medium/Medium,Normal (185+),Yes,8800000,,,,,,
M. Kruse,Max Bennet Kruse,81,81,33,180,76,1. FC Union Berlin,German 1. Bundesliga,LS,Germany,Left,4,4,High/Low,Normal (170-185),Yes,29700000,64,81,81,82,40,66
B. André,Benjamin André,81,81,30,180,74,LOSC Lille,French Ligue 1,RCM,France,Right,3,3,High/High,Normal (170-185),No,40900000,67,64,74,75,80,85
N. Otamendi,Nicolás Hernán Gonzalo Otamendi,81,81,33,183,76,SL Benfica,Portuguese Liga ZON SAGRES,CB,Argentina,Right,3,2,Medium/High,Normal (170-185),Yes,25000000,63,57,62,58,83,81
Aitor,Aitor Fernández Abarisketa,81,81,30,182,78,Levante Unión Deportiva,Spain Primera Division,GK,Spain,Right,2,1,Medium/Medium,Normal (170-185),No,35700000,,,,,,
D. Ings,Daniel William John Ings,81,81,28,178,73,Aston Villa,English Premier League,ST,England,Right,4,3,High/High,Normal (170-185),Yes,50400000,79,84,70,79,45,70
Pizzi,Luís Miguel Afonso Fernandes,81,81,31,177,72,SL Benfica,Portuguese Liga ZON SAGRES,SUB,Portugal,Right,4,3,High/Medium,Normal (170-185),Yes,42000000,75,77,81,82,64,66
Jonathan Viera,Jonathan Viera Ramos,81,81,31,171,67,Unión Deportiva Las Palmas,Spanish Segunda División,CAM,Spain,Right,4,4,High/Medium,Lean (170-185),Yes,34400000,82,75,79,83,63,69
Danilo,Danilo Luiz da Silva,81,81,29,184,78,Juventus,Italian Serie A,RB,Brazil,Right,4,3,Medium/High,Lean (170-185),Yes,37100000,73,67,73,74,82,79
Sergi Roberto,Sergio Roberto Carnicer,81,81,29,178,68,FC Barcelona,Spain Primera Division,SUB,Spain,Right,3,4,Medium/Medium,Lean (170-185),Yes,46100000,76,63,80,77,76,73
Paco Alcácer,Francisco Alcácer García,81,81,27,175,70,Villarreal CF,Spain Primera Division,LS,Spain,Right,4,3,Medium/Low,Normal (170-185),Yes,58800000,77,84,69,80,35,61
Nacho Fernández,José Ignacio Fernández Iglesias,81,81,31,180,76,Real Madrid CF,Spain Primera Division,LCB,Spain,Right,4,2,Low/High,Normal (170-185),Yes,35900000,78,37,66,69,81,80
Danilo Pereira,Danilo Luís Hélio Pereira,81,81,29,188,83,Paris Saint-Germain,French Ligue 1,SUB,Portugal,Right,3,3,Medium/High,Normal (185+),Yes,40700000,64,63,71,73,80,86
Lucas Moura,Lucas Rodrigues Moura da Silva,81,81,28,174,70,Tottenham Hotspur,English Premier League,RW,Brazil,Right,4,4,High/Medium,Unique,Yes,49400000,90,79,70,86,43,68
A. Marchesín,Agustín Federico Marchesín,81,81,33,188,84,FC Porto,Portuguese Liga ZON SAGRES,GK,Argentina,Right,3,1,Medium/Medium,Normal (185+),Yes,17000000,,,,,,
J. Tarkowski,James Tarkowski,81,82,28,188,81,Burnley,English Premier League,RCB,England,Right,4,2,Low/High,Normal (185+),Yes,48400000,57,45,67,64,82,81
K. Zouma,Kurt Happy Zouma,81,84,26,190,95,West Ham United,English Premier League,SUB,France,Right,3,2,Medium/Medium,Normal (185+),Yes,59300000,65,51,63,56,81,85
Iñigo Martínez,Íñigo Martínez Berridi,81,81,30,182,77,Athletic Club de Bilbao,Spain Primera Division,LCB,Spain,Left,3,2,Medium/Medium,Normal (170-185),Yes,44100000,71,56,66,63,81,79
J. Ward-Prowse,James Ward-Prowse,81,84,26,173,66,Southampton,English Premier League,RCM,England,Right,3,3,Medium/High,Normal (170-185),Yes,66200000,59,74,86,78,67,73
M. Arnold,Maximilian Arnold,81,82,27,184,74,VfL Wolfsburg,German 1. Bundesliga,LDM,Germany,Left,2,3,High/Medium,Normal (170-185),Yes,47000000,65,81,79,78,76,74
L. Paredes,Leandro Daniel Paredes,81,83,27,180,75,Paris Saint-Germain,French Ligue 1,SUB,Argentina,Right,4,4,Medium/Medium,Normal (170-185),Yes,53900000,66,71,83,79,76,79
A. Januzaj,Adnan Januzaj,81,81,26,186,76,Real Sociedad,Spain Primera Division,RW,Belgium,Left,4,4,Medium/Low,Lean (185+),Yes,58800000,79,75,80,83,30,58
Lucas Vázquez,Lucas Vázquez Iglesias,81,81,30,173,70,Real Madrid CF,Spain Primera Division,SUB,Spain,Right,4,4,High/Medium,Normal (170-185),Yes,51300000,82,73,79,80,69,69
Fred,Frederico Rodrigues de Paula Santos,81,81,28,169,62,Manchester United,English Premier League,LDM,Brazil,Left,4,4,High/High,Lean (170-),Yes,41600000,77,66,77,81,75,71
A. Rabiot,Adrien Rabiot,81,82,26,192,80,Juventus,Italian Serie A,LDM,France,Left,3,3,Medium/Medium,Lean (185+),Yes,51800000,76,74,76,80,76,79
Rui Silva,Rui Tiago Dantas da Silva,81,84,27,191,91,Real Betis Balompié,Spain Primera Division,GK,Portugal,Right,3,1,Medium/Medium,Normal (185+),No,55500000,,,,,,
Otávio,Otávio Edmilson da Silva Monteiro,81,82,26,172,71,FC Porto,Portuguese Liga ZON SAGRES,RM,Portugal,Right,3,4,High/High,Normal (170-185),Yes,63300000,78,69,79,85,63,68
A. Martial,Anthony Martial,81,84,25,184,76,Manchester United,English Premier League,SUB,France,Right,4,4,Low/Low,Unique,Yes,66400000,87,80,73,86,35,68
J. Brandt,Julian Brandt,81,85,25,185,83,Borussia Dortmund,German 1. Bundesliga,SUB,Germany,Right,4,4,High/Medium,Normal (185+),Yes,63900000,73,75,80,84,48,66
J. Musso,Juan Agustín Musso,81,83,27,191,93,Atalanta,Italian Serie A,GK,Argentina,Right,3,1,Medium/Medium,Normal (185+),No,41700000,,,,,,
J. Correa,Carlos Joaquín Correa,81,82,26,189,75,Inter,Italian Serie A,SUB,Argentina,Right,4,4,Medium/Medium,Normal (185+),Yes,,84,75,77,85,39,69
Iñaki Williams,Iñaki Williams Arthuer,81,82,27,186,80,Athletic Club de Bilbao,Spain Primera Division,LS,Spain,Right,2,4,High/Medium,Normal (185+),Yes,65300000,94,78,72,78,37,81
Morales,José Luis Morales Nogales,81,81,33,180,70,Levante Unión Deportiva,Spain Primera Division,LS,Spain,Right,4,4,High/Medium,Lean (170-185),Yes,34700000,86,82,75,85,52,68
D. Calvert-Lewin,Dominic Calvert-Lewin,81,85,24,187,71,Everton,English Premier League,ST,England,Right,3,3,High/Medium,Unique,Yes,74100000,83,77,64,77,39,82
H. Lozano,Hirving Rodrigo Lozano Bahena,81,82,25,175,70,Napoli,Italian Serie A,SUB,Mexico,Right,3,4,High/Low,Lean (170-185),Yes,55000000,93,76,72,83,41,62
David Soria,David Soria Solís,81,82,28,192,85,Getafe CF,Spain Primera Division,GK,Spain,Right,3,1,Medium/Medium,Lean (185+),Yes,44600000,,,,,,
K. Phillips,Kalvin Phillips,81,85,25,178,72,Leeds United,English Premier League,CDM,England,Right,3,3,Medium/High,Stocky (170-185),Yes,64200000,67,65,76,75,78,82
Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,81,86,24,179,68,Valencia CF,Spain Primera Division,LS,Portugal,Right,4,4,High/Low,Normal (170-185),Yes,84800000,86,79,76,82,36,68
N. Mukiele,Nordi Mukiele Mulere,81,85,23,187,84,RB Leipzig,German 1. Bundesliga,RB,France,Right,3,3,Medium/High,Normal (185+),Yes,61200000,80,49,69,73,82,80
G. Lo Celso,Giovani Lo Celso,81,85,25,177,68,Tottenham Hotspur,English Premier League,SUB,Argentina,Left,3,4,High/High,Normal (170-185),Yes,70100000,75,76,82,83,69,73
Álex Remiro,Alejandro Remiro Gargallo,81,84,26,191,83,Real Sociedad,Spain Primera Division,GK,Spain,Right,4,1,Medium/Medium,Lean (185+),No,56600000,,,,,,
Yeray,Yeray Álvarez López,81,83,26,182,79,Athletic Club de Bilbao,Spain Primera Division,RCB,Spain,Right,3,2,Medium/Medium,Normal (170-185),Yes,60900000,68,49,62,63,82,77
Juiano Mestres,Juan Everton Mestres de Mesquita,81,81,25,181,82,Clube Atlético Mineiro,Campeonato Brasileiro Série A,RCB,Brazil,Right,3,2,High/Medium,Normal (170-185),No,45000000,71,61,57,62,82,80
Adryan Zonta,Adryan Juliano Zonta Torres,81,81,29,172,68,RB Bragantino,Campeonato Brasileiro Série A,LB,Brazil,Left,4,2,Medium/Medium,Normal (170-185),No,42800000,93,66,75,76,72,77
Rosberto Dourado,Rosberto J. Dourado Santos,81,81,21,175,70,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,RDM,Brazil,Right,4,2,High/Medium,Lean (170-185),No,51300000,77,57,74,76,82,68
Louri Beretta,Lourival Adnan Beretta Barbosa,81,81,29,188,83,RB Bragantino,Campeonato Brasileiro Série A,ST,Brazil,Right,3,4,High/Low,Normal (185+),No,48500000,78,84,62,72,33,71
Welington Dano,Welington Kauê Dano Nascimento,81,81,21,178,69,Clube Atlético Mineiro,Campeonato Brasileiro Série A,LB,Brazil,Left,4,4,Medium/Medium,Lean (170-185),No,49500000,79,54,76,78,75,74
Oswaldinato,Marvin Oswaldo Rangel Azevedo,81,81,29,184,79,Flamengo,Campeonato Brasileiro Série A,ST,Brazil,Right,3,2,Medium/Medium,Normal (170-185),No,45900000,76,81,67,77,20,78
C. Nkunku,Christopher Nkunku,81,86,23,179,72,RB Leipzig,German 1. Bundesliga,LAM,France,Right,3,4,Medium/Medium,Lean (170-185),No,69200000,79,74,81,85,69,65
Lucas Paquetá,Lucas Tolentino Coelho de Lima,81,86,23,180,72,Olympique Lyonnais,French Ligue 1,CAM,Brazil,Left,3,4,High/High,Normal (170-185),Yes,76000000,74,75,79,83,69,78
Carlos Soler,Carlos Soler Barragán,81,88,24,180,76,Valencia CF,Spain Primera Division,RM,Spain,Right,4,3,Medium/Medium,Lean (170-185),Yes,118500000,78,77,82,80,71,71
H. Barnes,Harvey Lewis Barnes,81,84,23,180,66,Leicester City,English Premier League,LM,England,Right,4,3,High/Medium,Normal (170-185),Yes,69100000,86,77,76,81,45,63
H. Aouar,Houssem Aouar,81,86,23,175,70,Olympique Lyonnais,French Ligue 1,LM,France,Right,3,4,High/Low,Unique,Yes,76000000,75,75,81,85,66,71
R. James,Reece James,81,86,21,178,87,Chelsea,English Premier League,RCB,England,Right,3,3,High/Medium,Stocky (170-185),Yes,71200000,80,58,77,78,76,80
Cucurella,Marc Cucurella Saseta,81,87,22,172,66,Brighton & Hove Albion,English Premier League,SUB,Spain,Left,3,3,High/Medium,Lean (170-185),No,87200000,79,67,78,80,73,74
Pedro Gonçalves,Pedro António Pereira Gonçalves,81,88,23,173,65,Sporting CP,Portuguese Liga ZON SAGRES,RW,Portugal,Right,4,4,High/Medium,Normal (170-185),Yes,113300000,76,81,79,84,56,65
M. Diaby,Moussa Diaby,81,88,21,170,68,Bayer 04 Leverkusen,German 1. Bundesliga,RM,France,Left,2,4,High/Low,Normal (170-),No,99800000,94,67,73,86,41,53
Reguilón,Sergio Reguilón Rodríguez,81,84,24,178,68,Tottenham Hotspur,English Premier League,LB,Spain,Left,3,3,High/High,Lean (170-185),Yes,64200000,86,58,75,78,78,70
Renan Lodi,Renan Augusto Lodi dos Santos,81,86,23,173,70,Atlético de Madrid,Spain Primera Division,SUB,Brazil,Left,3,4,High/Medium,Lean (170-185),Yes,77600000,84,67,76,81,77,75
Pedri,Pedro González López,81,91,18,174,61,FC Barcelona,Spain Primera Division,LCM,Spain,Right,4,4,High/High,Lean (170-185),No,121500000,78,65,79,84,66,63
G. Ochoa,Francisco Guillermo Ochoa Magaña,80,80,35,190,85,Club América,Mexican Liga MX,GK,Mexico,Right,3,1,Medium/Medium,Lean (170-185),Yes,3900000,,,,,,
João Moutinho,João Filipe Iria Santos Moutinho,80,80,34,170,61,Wolverhampton Wanderers,English Premier League,LCM,Portugal,Right,4,3,Medium/High,Normal (170-),Yes,18100000,50,72,84,79,70,66
Raúl García,Raúl García Escudero,80,80,34,184,83,Athletic Club de Bilbao,Spain Primera Division,RS,Spain,Right,3,3,Medium/Medium,Normal (170-185),Yes,22100000,41,82,81,78,65,83
S. Mignolet,Simon Luc Hildebert Mignolet,80,80,33,193,87,Club Brugge KV,Belgian Jupiler Pro League,GK,Belgium,Right,3,1,Medium/Medium,Normal (185+),Yes,9800000,,,,,,
Marcelo,Marcelo Vieira da Silva Júnior,80,80,33,174,75,Real Madrid CF,Spain Primera Division,SUB,Brazil,Left,4,5,High/Low,Unique,Yes,22600000,73,72,80,88,75,71
D. Payet,Dimitri Payet,80,80,34,175,77,Olympique de Marseille,French Ligue 1,CF,France,Right,4,4,High/Medium,Stocky (170-185),Yes,19000000,69,77,83,82,38,67
Nacho Monreal,Ignacio Monreal Eraso,80,80,35,180,77,Real Sociedad,Spain Primera Division,LB,Spain,Left,3,3,Medium/Medium,Lean (170-185),Yes,13700000,65,61,74,74,80,68
R. Nainggolan,Radja Nainggolan,80,80,33,176,65,Royal Antwerp FC,Belgian Jupiler Pro League,CM,Belgium,Right,3,3,High/Medium,Unique,Yes,19500000,71,84,78,74,73,80
José Callejón,José María Callejón Bueno,80,80,34,178,73,Fiorentina,Italian Serie A,RW,Spain,Right,4,3,High/Medium,Lean (170-185),Yes,17000000,77,76,76,81,48,59
F. Coquelin,Francis Coquelin,80,80,30,176,74,Villarreal CF,Spain Primera Division,SUB,France,Right,3,3,Medium/High,Normal (170-185),Yes,42000000,68,67,76,80,78,79
Guaita,Vicente Guaita Panadero,80,80,34,190,80,Crystal Palace,English Premier League,GK,Spain,Right,3,1,Medium/Medium,Normal (185+),Yes,6800000,,,,,,
E. Salvio,Eduardo Antonio Salvio,80,80,30,173,71,Boca Juniors,Argentina Primera División,SUB,Argentina,Right,4,5,High/Medium,Normal (170-185),No,28700000,86,76,73,84,57,68
R. Pereyra,Roberto Maximiliano Pereyra,80,80,30,182,77,Udinese Calcio,Italian Serie A,CM,Argentina,Right,4,4,High/High,Lean (170-185),Yes,36000000,76,74,79,82,68,73
E. Pérez,Enzo Nicolás Pérez,80,80,35,178,77,River Plate,Argentina Primera División,RDM,Argentina,Right,4,3,Medium/High,Normal (170-185),No,8400000,68,66,77,77,77,78
Sérgio Oliveira,Sérgio Miguel Relvas de Oliveira,80,80,29,181,78,FC Porto,Portuguese Liga ZON SAGRES,LCM,Portugal,Right,3,3,Medium/High,Normal (170-185),Yes,41000000,58,79,82,77,72,70
Bartra,Marc Bartra Aregall,80,80,30,184,73,Real Betis Balompié,Spain Primera Division,RCB,Spain,Right,3,3,High/Medium,Lean (170-185),Yes,36800000,71,61,72,73,80,74
