short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
Canales,Sergio Canales Madrazo,83,83,30,176,65,Real Betis Balompié,Spain Primera Division,LM,Spain,Left,3,4,High/Medium,Lean (170-185),Yes,72500000,83,80,85,82,67,71
L. Hrádecký,Lukáš Hrádecký,83,83,31,192,83,Bayer 04 Leverkusen,German 1. Bundesliga,GK,Finland,Right,3,1,Medium/Medium,Lean (185+),Yes,32300000,,,,,,
Alex Sandro,Alex Sandro Lobo Silva,83,83,30,180,80,Juventus,Italian Serie A,LB,Brazil,Left,3,3,High/Medium,Unique,Yes,52000000,81,65,77,79,78,79
B. Leno,Bernd Leno,83,84,29,190,83,Arsenal,English Premier League,GK,Germany,Right,3,1,Medium/Medium,Normal (185+),Yes,55300000,,,,,,
K. Manolas,Konstantinos Manolas,83,83,30,189,83,Napoli,Italian Serie A,RCB,Greece,Right,2,2,Low/Medium,Normal (185+),Yes,51000000,81,25,44,61,85,81
H. Mkhitaryan,Henrikh Mkhitaryan,83,83,32,177,75,Roma,Italian Serie A,LM,Armenia,Right,5,4,Medium/Medium,Normal (170-185),Yes,50200000,85,80,79,84,56,74
J. Cuadrado,Juan Guillermo Cuadrado Bello,83,83,33,179,72,Juventus,Italian Serie A,RM,Colombia,Right,3,5,High/Medium,Lean (170-185),Yes,31400000,90,75,77,88,76,72
J. Matip,Joël Andre Job Matip,83,83,29,194,90,Liverpool,English Premier League,RCB,Cameroon,Right,2,2,Medium/Medium,Lean (185+),Yes,56400000,58,46,68,68,85,78
S. Coates,Sebastián Coates Nión,83,83,30,196,92,Sporting CP,Portuguese Liga ZON SAGRES,CB,Uruguay,Right,3,2,Medium/Medium,Normal (185+),Yes,60000000,68,49,55,63,84,87
F. Acerbi,Francesco Acerbi,83,83,33,192,88,Lazio,Italian Serie A,LCB,Italy,Left,3,3,Medium/High,Normal (185+),No,29800000,63,50,62,63,86,83
Allan,Allan Marques Loureiro,83,83,30,175,74,Everton,English Premier League,LDM,Brazil,Right,3,4,Medium/High,Normal (170-185),Yes,58000000,72,71,77,81,80,79
K. Volland,Kevin Volland,83,83,28,179,85,AS Monaco,French Ligue 1,RF,Germany,Left,4,3,High/High,Stocky (170-185),Yes,70300000,73,85,79,80,42,86
Morata,Álvaro Borja Morata Martín,83,83,28,190,84,Juventus,Italian Serie A,ST,Spain,Right,4,3,Medium/Medium,Unique,Yes,,82,80,72,81,31,77
M. Icardi,Mauro Emanuel Icardi Rivero,83,83,28,181,75,Paris Saint-Germain,French Ligue 1,SUB,Argentina,Right,4,3,Medium/Medium,Unique,Yes,68500000,69,83,65,77,36,69
L. Spinazzola,Leonardo Spinazzola,83,83,28,186,75,Roma,Italian Serie A,RES,Italy,Right,4,4,High/Medium,Lean (185+),Yes,56100000,92,64,73,81,78,71
J. Stones,John Stones,83,86,27,188,76,Manchester City,English Premier League,SUB,England,Right,4,3,High/Medium,Lean (185+),Yes,78900000,70,51,71,74,84,78
N. Pope,Nick Pope,83,83,29,199,76,Burnley,English Premier League,GK,England,Right,3,1,Medium/Medium,Lean (185+),Yes,47500000,,,,,,
R. Jiménez,Raúl Alonso Jiménez Rodríguez,83,83,30,188,81,Wolverhampton Wanderers,English Premier League,ST,Mexico,Right,4,3,High/High,Normal (185+),Yes,67500000,72,82,76,81,47,82
J. Pickford,Jordan Pickford,83,85,27,185,77,Everton,English Premier League,GK,England,Left,4,1,Medium/Medium,Normal (185+),Yes,65200000,,,,,,
A. Rüdiger,Antonio Rüdiger,83,84,28,190,85,Chelsea,English Premier League,LCB,Germany,Right,3,2,Medium/High,Lean (185+),Yes,66400000,75,43,68,63,84,84
L. Ocampos,Lucas Ariel Ocampos,83,83,26,188,84,Sevilla FC,Spain Primera Division,LW,Argentina,Right,3,4,High/High,Normal (185+),No,83000000,81,84,78,83,63,84
M. Kovačić,Mateo Kovačić,83,84,27,176,80,Chelsea,English Premier League,SUB,Croatia,Right,4,4,High/High,Normal (170-185),Yes,79900000,70,69,83,88,69,70
T. Partey,Thomas Teye Partey,83,83,28,185,77,Arsenal,English Premier League,RDM,Ghana,Right,3,3,Medium/High,Normal (185+),Yes,69400000,69,71,82,81,80,84
Gayà,José Luís Gayà Peña,83,86,26,172,66,Valencia CF,Spain Primera Division,LB,Spain,Left,3,4,High/Medium,Lean (170-185),Yes,94600000,83,61,77,80,79,73
T. Lemar,Thomas Lemar,83,86,25,171,66,Atlético de Madrid,Spain Primera Division,LCM,France,Left,3,4,High/Medium,Lean (170-185),Yes,102000000,82,76,82,87,59,63
P. Højbjerg,Pierre-Emile Kordt Højbjerg,83,86,25,185,84,Tottenham Hotspur,English Premier League,RCM,Denmark,Right,4,3,Medium/High,Normal (185+),Yes,85900000,60,71,76,76,81,82
A. Correa,Ángel Martín Correa,83,86,26,171,70,Atlético de Madrid,Spain Primera Division,SUB,Argentina,Right,4,4,High/Medium,Normal (170-185),Yes,102000000,85,83,78,88,49,74
D. Zapata,Duván Esteban Zapata Banguera,83,83,30,189,88,Atalanta,Italian Serie A,ST,Colombia,Right,4,3,High/Medium,Normal (185+),Yes,60400000,80,81,61,78,35,84
A. Kramarić,Andrej Kramarić,83,83,30,177,73,TSG Hoffenheim,German 1. Bundesliga,CAM,Croatia,Right,4,4,Medium/Medium,Normal (170-185),Yes,60400000,71,86,76,86,30,71
Angeliño,José Ángel Esmoris Tasende,83,86,24,175,69,RB Leipzig,German 1. Bundesliga,LB,Spain,Left,3,4,High/High,Normal (170-185),Yes,81700000,78,71,82,84,76,70
L. Hernández,Lucas François Bernard Hernández Pi,83,86,25,184,79,FC Bayern München,German 1. Bundesliga,SUB,France,Left,3,2,Low/High,Unique,Yes,76800000,77,54,68,70,84,79
Marco Asensio,Marco Asensio Willemsen,83,86,25,182,76,Real Madrid CF,Spain Primera Division,SUB,Spain,Left,3,4,High/Medium,Normal (170-185),Yes,102000000,82,80,81,83,43,62
W. Weghorst,Wout Weghorst,83,83,28,197,84,VfL Wolfsburg,German 1. Bundesliga,ST,Netherlands,Right,3,2,High/High,Normal (185+),No,62900000,63,83,59,69,52,86
R. Gosens,Robin Everardus Gosens,83,83,26,183,76,Atalanta,Italian Serie A,LM,Germany,Left,3,3,High/Medium,Normal (170-185),No,61200000,82,75,74,79,77,81
Merino,Mikel Merino Zazón,83,87,25,189,83,Real Sociedad,Spain Primera Division,RCM,Spain,Left,3,3,High/High,Normal (185+),Yes,108800000,74,78,81,82,82,81
P. Kimpembe,Presnel Kimpembe,83,87,25,189,80,Paris Saint-Germain,French Ligue 1,SUB,France,Left,3,2,Medium/High,Normal (185+),Yes,87600000,81,42,68,69,83,86
F. Mendy,Ferland Mendy,83,86,26,180,73,Real Madrid CF,Spain Primera Division,SUB,France,Left,5,4,High/High,Unique,Yes,92400000,92,64,76,80,78,84
A. Wan-Bissaka,Aaron Wan-Bissaka,83,87,23,183,72,Manchester United,English Premier League,RB,England,Right,2,4,Medium/High,Unique,Yes,93400000,85,52,69,79,81,75
Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,83,83,29,177,75,Grêmio,Campeonato Brasileiro Série A,CAM,Brazil,Right,4,4,Medium/Low,Normal (170-185),No,67500000,88,77,83,84,35,72
Arthur,Arthur Henrique Ramos de Oliveira Melo,83,85,24,171,73,Juventus,Italian Serie A,SUB,Brazil,Right,3,4,Medium/Medium,Unique,Yes,81100000,69,67,83,88,72,70
Gabriel Jesus,Gabriel Fernando de Jesus,83,87,24,175,73,Manchester City,English Premier League,SUB,Brazil,Right,3,4,High/Medium,Unique,Yes,101100000,84,81,72,87,39,73
O. Dembélé,Ousmane Dembélé,83,88,24,178,67,FC Barcelona,Spain Primera Division,RW,France,Left,5,5,High/Medium,Unique,Yes,116900000,93,77,77,87,36,56
M. Mount,Mason Mount,83,89,22,178,70,Chelsea,English Premier League,RW,England,Right,4,3,High/High,Lean (170-185),Yes,119900000,74,79,84,83,55,65
E. Mendy,Édouard Mendy,83,85,29,197,86,Chelsea,English Premier League,GK,Senegal,Right,2,1,Medium/Medium,Lean (185+),Yes,57800000,,,,,,
F. Chiesa,Federico Chiesa,83,91,23,175,70,Juventus,Italian Serie A,LM,Italy,Right,4,4,High/Medium,Normal (170-185),Yes,,91,81,74,86,48,73
F. Valverde,Federico Santiago Valverde Dipetta,83,89,22,182,78,Real Madrid CF,Spain Primera Division,SUB,Uruguay,Right,4,3,High/High,Unique,Yes,130500000,86,74,78,79,77,80
J. Koundé,Jules Koundé,83,89,22,181,75,Sevilla FC,Spain Primera Division,RCB,France,Right,3,2,High/High,Normal (170-185),No,121900000,81,45,64,72,84,78
João Félix,João Félix Sequeira,83,91,21,181,72,Atlético de Madrid,Spain Primera Division,SUB,Portugal,Right,4,5,Medium/Medium,Unique,Yes,184500000,82,79,76,86,40,68
Pepe,Kléper Laveran de Lima Ferreira,82,82,38,188,80,FC Porto,Portuguese Liga ZON SAGRES,LCB,Portugal,Right,3,2,Medium/High,Lean (185+),Yes,11000000,80,51,60,60,82,87
Raúl Albiol,Raúl Albiol Tortajada,82,82,35,190,82,Villarreal CF,Spain Primera Division,RCB,Spain,Right,3,2,Low/High,Lean (185+),Yes,16800000,40,41,62,62,86,73
L. Fabiański,Łukasz Fabiański,82,82,36,190,83,West Ham United,English Premier League,GK,Poland,Right,2,1,Medium/Medium,Normal (185+),Yes,6500000,,,,,,
S. Sirigu,Salvatore Sirigu,82,82,34,192,85,Genoa,Italian Serie A,GK,Italy,Right,2,1,Medium/Medium,Normal (185+),Yes,9000000,,,,,,
I. Rakitić,Ivan Rakitić,82,82,33,184,78,Sevilla FC,Spain Primera Division,SUB,Croatia,Right,4,3,Medium/Medium,Normal (170-185),Yes,38900000,57,79,85,78,75,69
G. Bale,Gareth Frank Bale,82,82,31,185,82,Real Madrid CF,Spain Primera Division,RW,Wales,Left,3,4,Medium/Medium,Unique,Yes,51300000,82,84,82,80,55,70
Rui Patrício,Rui Pedro dos Santos Patrício,82,82,33,190,84,Roma,Italian Serie A,GK,Portugal,Left,2,1,Medium/Medium,Normal (185+),Yes,17000000,,,,,,
E. Banega,Éver Maximiliano David Banega,82,82,33,174,75,Al Shabab,Saudi Abdul L. Jameel League,CAM,Argentina,Right,4,4,High/Medium,Normal (170-185),Yes,25500000,62,75,84,82,76,71
M. Pjanić,Miralem Pjanić,82,82,31,178,72,Beşiktaş JK,Turkish Süper Lig,RCM,Bosnia and Herzegovina,Right,4,3,Medium/Medium,Normal (170-185),Yes,,65,68,83,81,75,67
Yuri Berchiche,Yuri Berchiche Izeta,82,82,31,181,80,Athletic Club de Bilbao,Spain Primera Division,SUB,Spain,Left,3,3,High/Medium,Normal (170-185),Yes,46200000,83,68,76,76,79,82
L. Stindl,Lars Edi Stindl,82,82,32,181,80,Borussia Mönchengladbach,German 1. Bundesliga,CAM,Germany,Right,4,4,Medium/Medium,Normal (170-185),Yes,40800000,61,84,81,81,60,73
Oscar,Oscar dos Santos Emboaba Júnior,82,82,29,179,70,Shanghai Port FC,Chinese Super League,CAM,Brazil,Right,3,4,High/Medium,Lean (170-185),Yes,46500000,78,79,82,82,59,67
K. Trapp,Kevin Trapp,82,82,30,189,88,Eintracht Frankfurt,German 1. Bundesliga,GK,Germany,Right,4,1,Medium/Medium,Normal (185+),Yes,34900000,,,,,,
Coutinho,Philippe Coutinho Correia,82,82,29,172,68,FC Barcelona,Spain Primera Division,SUB,Brazil,Right,4,5,High/Medium,Normal (170-185),Yes,61500000,69,79,80,89,52,59
C. Eriksen,Christian Dannemann Eriksen,82,82,29,181,76,Inter,Italian Serie A,RES,Denmark,Right,5,4,Medium/Low,Unique,Yes,50200000,62,78,88,81,53,52
D. Blind,Daley Blind,82,82,31,180,72,Ajax,Holland Eredivisie,LB,Netherlands,Left,3,3,High/Medium,Normal (170-185),Yes,29400000,45,64,82,79,83,72
M. Götze,Mario Götze,82,82,29,177,71,PSV,Holland Eredivisie,CAM,Germany,Right,4,4,Medium/Medium,Normal (170-185),Yes,42000000,68,75,83,84,55,69
A. Areola,Alphonse Areola,82,84,28,195,94,West Ham United,English Premier League,SUB,France,Right,3,1,Medium/Medium,Unique,Yes,,,,,,,
J. Corona,Jesús Manuel Corona Ruíz,82,82,28,173,66,FC Porto,Portuguese Liga ZON SAGRES,SUB,Mexico,Right,5,5,High/Medium,Normal (170-185),Yes,61000000,83,67,79,85,74,60
A. Lacazette,Alexandre Lacazette,82,82,30,175,73,Arsenal,English Premier League,SUB,France,Right,4,4,High/High,Unique,Yes,57000000,75,82,74,82,44,72
I. Gueye,Idrissa Gana Gueye,82,82,31,174,66,Paris Saint-Germain,French Ligue 1,CM,Senegal,Right,3,3,Medium/High,Lean (170-185),Yes,39800000,69,62,71,78,83,77
Mário Fernandes,Mário Figueira Fernandes,82,82,30,187,80,PFC CSKA Moscow,Russian Premier League,RB,Russia,Right,3,3,High/Medium,Lean (185+),No,42400000,82,61,74,79,79,79
O. Baumann,Oliver Baumann,82,82,31,187,82,TSG Hoffenheim,German 1. Bundesliga,GK,Germany,Right,1,1,Medium/Medium,Normal (185+),Yes,27200000,,,,,,
Neto,Norberto Murara Neto,82,82,31,190,84,FC Barcelona,Spain Primera Division,SUB,Brazil,Right,2,1,Medium/Medium,Lean (185+),Yes,32800000,,,,,,
Isco,Francisco Román Alarcón Suárez,82,82,29,176,79,Real Madrid CF,Spain Primera Division,SUB,Spain,Right,3,4,Medium/Low,Normal (170-185),Yes,61500000,66,75,80,89,59,59
W. Zaha,Wilfried Zaha,82,82,28,180,66,Crystal Palace,English Premier League,RW,Côte d'Ivoire,Right,3,5,High/Medium,Unique,Yes,58900000,89,77,73,88,34,75
L. Muriel,Luis Fernando Muriel Fruto,82,82,30,179,79,Atalanta,Italian Serie A,SUB,Colombia,Right,4,4,High/Medium,Normal (170-185),Yes,51000000,89,83,74,86,27,67
A. Lopes,Anthony Lopes,82,83,30,184,81,Olympique Lyonnais,French Ligue 1,GK,Portugal,Left,2,1,Medium/Medium,Normal (170-185),Yes,45400000,,,,,,
Campaña,José Ángel Gómez Campaña,82,82,28,179,70,Levante Unión Deportiva,Spain Primera Division,LCM,Spain,Right,3,4,Medium/Medium,Lean (170-185),Yes,64100000,68,74,83,82,71,72
Gabriel Paulista,Gabriel Armando de Abreu,82,82,30,185,72,Valencia CF,Spain Primera Division,RCB,Brazil,Right,2,2,Low/High,Lean (185+),Yes,52500000,67,49,71,65,84,83
J. Veretout,Jordan Veretout,82,83,28,177,67,Roma,Italian Serie A,LDM,France,Right,3,3,Medium/Medium,Normal (170-185),Yes,52400000,77,75,77,78,77,81
Suso,Jesús Joaquín Fernández Sáez de la Torre,82,82,27,176,70,Sevilla FC,Spain Primera Division,RW,Spain,Left,3,4,High/Low,Normal (170-185),No,68300000,76,76,82,86,32,55
T. Hazard,Thorgan Hazard,82,82,28,175,71,Borussia Dortmund,German 1. Bundesliga,SUB,Belgium,Right,4,4,High/High,Lean (170-185),Yes,51900000,80,76,80,86,52,66
Juan Bernat,Juan Bernat Velasco,82,82,28,170,67,Paris Saint-Germain,French Ligue 1,LB,Spain,Left,3,4,High/Medium,Normal (170-),Yes,50900000,82,65,78,83,76,68
Portu,Cristian Portugués Manzanera,82,82,29,167,66,Real Sociedad,Spain Primera Division,SUB,Spain,Right,4,3,High/High,Normal (170-),Yes,63000000,90,78,77,79,59,79
H. Çalhanoğlu,Hakan Çalhanoğlu,82,83,27,178,76,Inter,Italian Serie A,LCM,Turkey,Right,4,4,Medium/Medium,Normal (170-185),Yes,62100000,67,78,84,85,59,57
E. Can,Emre Can,82,83,27,186,86,Borussia Dortmund,German 1. Bundesliga,SUB,Germany,Right,4,3,Medium/High,Stocky (185+),Yes,62100000,78,78,78,80,84,87
Saúl,Saúl Ñíguez Esclápez,82,85,26,184,75,Chelsea,English Premier League,SUB,Spain,Left,4,3,Medium/Medium,Lean (170-185),Yes,,71,78,78,79,78,79
M. de Roon,Marten Elco de Roon,82,82,30,185,76,Atalanta,Italian Serie A,RCM,Netherlands,Right,3,3,Medium/High,Normal (185+),Yes,43400000,66,68,71,72,82,83
Y. Bounou,Yassine Bounou,82,82,30,192,78,Sevilla FC,Spain Primera Division,GK,Morocco,Left,2,1,Medium/Medium,Lean (185+),Yes,43100000,,,,,,
Grimaldo,Alejandro Grimaldo García,82,85,25,171,69,SL Benfica,Portuguese Liga ZON SAGRES,LWB,Spain,Left,2,3,High/Medium,Normal (170-185),Yes,76800000,87,65,81,83,74,71
A. Romagnoli,Alessio Romagnoli,82,83,26,185,75,AC Milan,Italian Serie A,SUB,Italy,Left,3,2,Medium/Medium,Unique,Yes,55900000,68,40,56,67,85,78
D. Berardi,Domenico Berardi,82,82,26,183,72,U.S. Sassuolo Calcio,Italian Serie A,RM,Italy,Left,3,4,Medium/Medium,Lean (170-185),No,57000000,79,80,81,85,36,69
N. Tagliafico,Nicolás Alejandro Tagliafico,82,82,28,172,65,Ajax,Holland Eredivisie,SUB,Argentina,Left,2,3,High/High,Normal (170-185),Yes,38500000,80,55,73,75,81,81
P. Gollini,Pierluigi Gollini,82,87,26,194,94,Tottenham Hotspur,English Premier League,SUB,Italy,Right,2,1,Medium/Medium,Normal (185+),No,,,,,,,
N. Süle,Niklas Süle,82,87,25,195,99,FC Bayern München,German 1. Bundesliga,LCB,Germany,Right,3,2,Medium/Medium,Stocky (185+),Yes,69900000,65,42,59,49,83,81
Alex Telles,Alex Nicolao Telles,82,82,28,181,71,Manchester United,English Premier League,SUB,Brazil,Left,2,3,High/Medium,Unique,Yes,50900000,83,73,82,78,77,73
Anderson Talisca,Anderson Souza Conceição,82,83,27,190,80,Al Nassr,Saudi Abdul L. Jameel League,CAM,Brazil,Left,4,4,High/Low,Unique,No,63000000,80,83,81,83,52,75
R. De Paul,Rodrigo Javier De Paul,82,83,27,180,70,Atlético de Madrid,Spain Primera Division,SUB,Argentina,Right,3,4,High/Medium,Normal (170-185),No,74400000,78,76,80,82,71,79
Rafa,Rafael Alexandre Fernandes Ferreira da Silva,82,82,28,170,63,SL Benfica,Portuguese Liga ZON SAGRES,RM,Portugal,Right,3,4,High/Medium,Lean (170-),Yes,61000000,94,73,74,86,50,52
Diego Carlos,Diego Carlos Santos Silva,82,84,28,185,86,Sevilla FC,Spain Primera Division,LCB,Brazil,Right,4,3,Medium/High,Stocky (185+),No,66300000,76,47,63,67,81,83
A. Rebić,Ante Rebić,82,82,27,185,78,AC Milan,Italian Serie A,LM,Croatia,Right,4,4,High/Medium,Normal (185+),Yes,55300000,86,83,75,82,48,80
C. Lenglet,Clément Nicolas Laurent Lenglet,82,86,26,186,81,FC Barcelona,Spain Primera Division,SUB,France,Left,4,2,Medium/High,Unique,Yes,79700000,72,45,67,64,83,79
J. Maddison,James Maddison,82,85,24,175,73,Leicester City,English Premier League,CAM,England,Right,4,4,High/Medium,Lean (170-185),Yes,82000000,75,78,84,84,54,60
M. Locatelli,Manuel Locatelli,82,87,23,185,75,Juventus,Italian Serie A,RDM,Italy,Right,4,3,Medium/High,Lean (185+),No,72500000,61,72,79,77,79,79
M. Ødegaard,Martin Ødegaard,82,88,22,178,68,Arsenal,English Premier League,CAM,Norway,Left,2,5,High/Medium,Lean (170-185),Yes,102900000,77,74,83,84,58,62
Rúben Neves,Rúben Diogo da Silva Neves,82,87,24,180,80,Wolverhampton Wanderers,English Premier League,RCM,Portugal,Right,4,3,Low/High,Normal (170-185),Yes,90900000,59,75,85,77,74,73
Diogo Jota,Diogo José Teixeira da Silva,82,87,24,178,73,Liverpool,English Premier League,SUB,Portugal,Right,5,4,High/High,Normal (170-185),Yes,88600000,84,81,73,85,57,77
J. Gomez,Joe Gomez,82,88,24,188,77,Liverpool,English Premier League,SUB,England,Right,3,3,Medium/Medium,Unique,Yes,89200000,81,30,66,69,83,78
Fabián,Fabián Ruiz Peña,82,86,25,189,70,Napoli,Italian Serie A,RCM,Spain,Left,3,4,Medium/Medium,Normal (185+),Yes,74600000,63,78,79,82,74,71
C. Pulisic,Christian Mate Pulisic,82,88,22,177,69,Chelsea,English Premier League,LW,United States,Right,4,4,Medium/Medium,Lean (170-185),Yes,100500000,89,70,73,87,37,59
Palhinha,João Maria Lobo Alves Palhinha Gonçalves,82,87,25,190,82,Sporting CP,Portuguese Liga ZON SAGRES,LCM,Portugal,Right,4,2,Medium/High,Normal (185+),No,85100000,60,65,70,72,85,88
D. Upamecano,Dayotchanculle Oswald Upamecano,82,90,22,186,90,FC Bayern München,German 1. Bundesliga,RCB,France,Right,3,2,High/Medium,Stocky (185+),Yes,118400000,81,43,62,68,81,81
Mario Hermoso,Mario Hermoso Canseco,82,85,26,185,76,Atlético de Madrid,Spain Primera Division,LCB,Spain,Left,3,2,Medium/High,Normal (185+),Yes,75400000,75,49,72,70,83,80
L. Bailey,Leon Bailey Butler,82,85,23,178,77,Aston Villa,English Premier League,SUB,Jamaica,Left,4,4,High/Medium,Normal (170-185),Yes,82000000,93,78,74,84,33,64
B. Chilwell,Ben Chilwell,82,86,24,178,77,Chelsea,English Premier League,SUB,England,Left,3,3,High/High,Normal (170-185),Yes,78000000,76,53,77,78,78,75
Raphaelinho Anjos,Raphael William Anjos Rochedo,82,82,33,190,85,RB Bragantino,Campeonato Brasileiro Série A,GK,Brazil,Right,2,1,Medium/Medium,Normal (185+),No,19000000,,,,,,
Josué Chiamulera,Josué Durval Chiamulera Vaz,82,82,29,185,80,Grêmio,Campeonato Brasileiro Série A,RCB,Brazil,Right,3,2,Medium/Medium,Normal (185+),No,48500000,78,43,56,64,85,79
Unai Simón,Unai Simón Mendibil,82,86,24,190,89,Athletic Club de Bilbao,Spain Primera Division,GK,Spain,Right,3,1,Medium/Medium,Normal (185+),No,75000000,,,,,,
Richarlison,Richarlison de Andrade,82,87,24,181,71,Everton,English Premier League,LM,Brazil,Right,5,4,High/Medium,Lean (170-185),Yes,91800000,83,78,73,84,53,80
C. Romero,Cristian Gabriel Romero,82,87,23,185,79,Tottenham Hotspur,English Premier League,SUB,Argentina,Right,2,3,Low/High,Normal (185+),No,,76,46,52,60,83,84
D. Dumfries,Denzel Justus Morris Dumfries,82,84,25,188,80,Inter,Italian Serie A,SUB,Netherlands,Right,3,2,High/Medium,Normal (185+),Yes,62100000,80,61,66,72,78,89
Raphinha,Raphael Dias Belloli,82,87,24,176,68,Leeds United,English Premier League,RM,Brazil,Left,4,4,High/High,Lean (170-185),Yes,90900000,91,76,76,85,49,72
A. Isak,Alexander Isak,82,86,21,192,77,Real Sociedad,Spain Primera Division,ST,Sweden,Right,5,4,High/Low,Unique,Yes,97900000,84,82,68,79,29,69
D. Rice,Declan Rice,82,87,22,185,80,West Ham United,English Premier League,LDM,England,Right,3,2,Medium/High,Normal (185+),Yes,84900000,66,53,71,73,81,79
A. Davies,Alphonso Boyle Davies,82,89,20,183,75,FC Bayern München,German 1. Bundesliga,LB,Canada,Left,4,4,High/Low,Unique,Yes,105500000,96,67,71,83,75,75
F. Neuhaus,Florian Christian Neuhaus,82,87,24,185,74,Borussia Mönchengladbach,German 1. Bundesliga,LDM,Germany,Right,4,3,Medium/Medium,Lean (185+),Yes,81700000,64,72,79,83,66,67
Y. En-Nesyri,Youssef En-Nesyri,82,86,24,188,78,Sevilla FC,Spain Primera Division,ST,Morocco,Left,4,3,High/High,Lean (185+),Yes,95700000,78,83,58,79,35,76
T. Ndombele,Tanguy Ndombèlé Alvaro,82,87,24,179,76,Tottenham Hotspur,English Premier League,SUB,France,Right,3,4,Medium/Medium,Unique,Yes,90900000,71,72,81,88,69,72
T. Souček,Tomáš Souček,82,85,26,192,86,West Ham United,English Premier League,RDM,Czech Republic,Right,3,3,High/High,Lean (185+),Yes,71100000,64,72,74,74,82,85
Éder Militão,Éder Gabriel Militão,82,89,23,186,78,Real Madrid CF,Spain Primera Division,RCB,Brazil,Right,3,2,Medium/Medium,Lean (170-185),Yes,127100000,83,50,69,71,83,82
Ferran Torres,Ferran Torres García,82,90,21,184,77,Manchester City,English Premier League,ST,Spain,Right,4,4,High/Medium,Lean (170-185),Yes,140400000,82,79,78,82,35,66
Pau Torres,Pau Francisco Torres,82,89,24,191,80,Villarreal CF,Spain Primera Division,SUB,Spain,Left,3,2,Medium/High,Lean (185+),Yes,130000000,71,38,67,69,84,80
D. Livaković,Dominik Livaković,82,87,26,187,79,Dinamo Zagreb,Croatian Prva HNL,GK,Croatia,Right,3,1,Medium/Medium,Normal (185+),No,79600000,,,,,,
